"date","shop","listing","seller","bat","species","format","part","currency","price","mean_price","ship_state","ship_country","individuals"
2022-10-03,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",38,41.4239285714286,"New York","United States",1
2022-10-04,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",38,41.4239285714286,"New York","United States",1
2022-10-05,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",38,41.4239285714286,"New York","United States",1
2022-10-06,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",38,41.4239285714286,"New York","United States",1
2022-10-07,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",38,41.4239285714286,"New York","United States",1
2022-10-10,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-11,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-12,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-13,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-14,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-17,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-18,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-19,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-20,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-21,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",45,41.4239285714286,"New York","United States",1
2022-10-24,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-10-25,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-10-26,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-10-27,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-10-28,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-11-01,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-11-08,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-11-15,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-11-22,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-11-29,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-12-06,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-12-13,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-12-30,"eBay","ebay_001","seller_001","Bat","K. picta","Standalone","Entire bat","$",39.99,41.4239285714286,"New York","United States",1
2022-10-03,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.22,51.2052,,"UK",1
2022-10-04,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.75,51.2052,,"UK",1
2022-10-05,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",51.3,51.2052,,"UK",1
2022-10-06,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.59,51.2052,,"UK",1
2022-10-07,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.37,51.2052,,"UK",1
2022-10-10,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.09,51.2052,,"UK",1
2022-10-11,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",49.7,51.2052,,"UK",1
2022-10-12,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",49.88,51.2052,,"UK",1
2022-10-13,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",49.81,51.2052,,"UK",1
2022-10-14,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.55,51.2052,,"UK",1
2022-10-17,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.63,51.2052,,"UK",1
2022-10-18,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",51.43,51.2052,,"UK",1
2022-10-19,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.92,51.2052,,"UK",1
2022-10-20,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.65,51.2052,,"UK",1
2022-10-21,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.94,51.2052,,"UK",1
2022-10-24,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.24,51.2052,,"UK",1
2022-10-25,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",50.9,51.2052,,"UK",1
2022-10-26,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",51.56,51.2052,,"UK",1
2022-10-27,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",52.21,51.2052,,"UK",1
2022-10-28,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",52.1,51.2052,,"UK",1
2022-11-01,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",51.8,51.2052,,"UK",1
2022-11-08,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",51.57,51.2052,,"UK",1
2022-11-15,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",52.79,51.2052,,"UK",1
2022-11-29,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",54.16,51.2052,,"UK",1
2022-12-06,"eBay","ebay_002","seller_002","Bat","K. picta","Frame","Entire bat","$",54.97,51.2052,,"UK",1
2022-10-03,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.8,57.5616,,"UK",1
2022-10-04,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.39,57.5616,,"UK",1
2022-10-05,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",57,57.5616,,"UK",1
2022-10-06,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.21,57.5616,,"UK",1
2022-10-07,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.96,57.5616,,"UK",1
2022-10-10,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.66,57.5616,,"UK",1
2022-10-11,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.23,57.5616,,"UK",1
2022-10-12,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.42,57.5616,,"UK",1
2022-10-13,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.35,57.5616,,"UK",1
2022-10-14,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.16,57.5616,,"UK",1
2022-10-17,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.26,57.5616,,"UK",1
2022-10-18,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",57.14,57.5616,,"UK",1
2022-10-19,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.58,57.5616,,"UK",1
2022-10-20,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.28,57.5616,,"UK",1
2022-10-21,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.6,57.5616,,"UK",1
2022-10-24,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",55.82,57.5616,,"UK",1
2022-10-25,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",56.56,57.5616,,"UK",1
2022-10-26,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",57.29,57.5616,,"UK",1
2022-10-27,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",58.01,57.5616,,"UK",1
2022-10-28,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",57.89,57.5616,,"UK",1
2022-11-01,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",57.56,57.5616,,"UK",1
2022-11-08,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",61.89,57.5616,,"UK",1
2022-11-15,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",63.35,57.5616,,"UK",1
2022-11-22,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",63.63,57.5616,,"UK",1
2022-11-29,"eBay","ebay_003","seller_002","Bat","K. picta","Coffin/Jar","Entire bat","$",65,57.5616,,"UK",1
2022-10-03,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-04,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-05,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-06,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-07,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-10,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-11,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-12,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-13,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-14,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-17,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-18,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-19,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-20,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-21,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-24,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-25,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-26,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-27,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-28,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-11-01,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-11-08,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-11-15,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-11-22,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-11-29,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-12-06,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-12-13,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-12-30,"eBay","ebay_004","seller_003","Bat","K. picta","Standalone","Entire bat","$",52,52,"Ohio","United States",1
2022-10-03,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-04,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-05,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-06,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-07,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-10,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-11,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-12,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-13,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-14,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-17,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-18,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-19,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-20,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-21,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-24,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-25,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-26,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-27,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-28,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-11-01,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-11-08,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-11-15,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-11-22,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-11-29,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-12-06,"eBay","ebay_005","seller_003","Bat","K. picta","Standalone","Entire bat","$",82,82,"Ohio","United States",1
2022-10-14,"eBay","ebay_006","seller_004","Bat","K. picta","Standalone","Entire bat","$",15,15,,"Indonesia",1
2022-10-17,"eBay","ebay_006","seller_004","Bat","K. picta","Standalone","Entire bat","$",15,15,,"Indonesia",1
2022-10-18,"eBay","ebay_006","seller_004","Bat","K. picta","Standalone","Entire bat","$",15,15,,"Indonesia",1
2022-11-22,"eBay","ebay_007","seller_004","Bat","K. picta","Standalone","Entire bat","$",15,15,,"Indonesia",1
2022-12-13,"eBay","ebay_008","seller_004","Bat","Undetermined","Standalone","Skeleton","$",15,15,,"Indonesia",
2022-12-13,"eBay","ebay_009","seller_004","Bat","K. picta","Standalone","Entire bat","$",15,15,,"Indonesia",1
2022-10-03,"eBay","ebay_010","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-04,"eBay","ebay_010","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-10,"eBay","ebay_011","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-11,"eBay","ebay_011","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-12,"eBay","ebay_011","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-13,"eBay","ebay_011","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-14,"eBay","ebay_011","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-26,"eBay","ebay_012","seller_005","Bat","K. picta","Standalone","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-27,"eBay","ebay_012","seller_005","Bat","K. picta","Standalone","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-28,"eBay","ebay_012","seller_005","Bat","K. picta","Standalone","Entire bat","$",1.99,1.99,,"Spain",1
2022-11-01,"eBay","ebay_012","seller_005","Bat","K. picta","Standalone","Entire bat","$",1.99,1.99,,"Spain",1
2022-11-15,"eBay","ebay_013","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-11-22,"eBay","ebay_014","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-12-06,"eBay","ebay_015","seller_005","Bat","K. picta","Other","Entire bat","$",1.99,1.99,,"Spain",1
2022-10-03,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-04,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-05,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-06,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-07,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-10,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-11,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-12,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-13,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-14,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-17,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-18,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-19,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-20,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-21,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-24,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-25,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-26,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-27,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-10-28,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-11-01,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-11-08,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-11-15,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",85.49,89.1864285714286,"Tennessee","United States",1
2022-11-22,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",85.49,89.1864285714286,"Tennessee","United States",1
2022-11-29,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",85.49,89.1864285714286,"Tennessee","United States",1
2022-12-06,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",85.49,89.1864285714286,"Tennessee","United States",1
2022-12-13,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",1
2022-12-30,"eBay","ebay_016","seller_006","Bat","K. picta","Frame","Entire bat","$",85.49,89.1864285714286,"Tennessee","United States",1
2022-10-03,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-04,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-05,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-06,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-07,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-10,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-11,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-12,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-13,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-14,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-17,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-18,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-19,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-20,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-21,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-24,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-25,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-26,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-27,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-10-28,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-11-01,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-11-08,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.8595652173913,"Tennessee","United States",1
2022-11-15,"eBay","ebay_017","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.8595652173913,"Tennessee","United States",1
2022-10-03,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-04,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-05,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-06,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-07,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-10,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-11,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-12,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-13,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-14,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-17,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-18,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-19,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-20,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-21,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-24,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
