"date","shop","listing","seller","bat","species","format","part","currency","price","mean_price","ship_state","ship_country","individuals"
2022-10-05,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-10-12,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-10-26,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-10-27,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-11-08,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-11-22,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-11-29,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-12-07,"Etsy","etsy_654","seller_056","Bat","Other bat spp.","Other","Entire bat","$",60,60,"Illinois","United States",
2022-10-10,"Etsy","etsy_655","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",20,20,"Delaware","United States",
2022-10-11,"Etsy","etsy_655","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",20,20,"Delaware","United States",
2022-10-12,"Etsy","etsy_655","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",20,20,"Delaware","United States",
2022-10-05,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-06,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-07,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-19,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-20,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-21,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-24,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-25,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-26,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-27,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-10-28,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-11-01,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-11-15,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-11-22,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-11-29,"Etsy","etsy_656","seller_031","Bat","Other bat spp.","Other","Entire bat","$",64.95,64.95,"Michigan","United States",
2022-11-15,"Etsy","etsy_657","seller_130","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",95,88.6666666666667,"New York","United States",
2022-11-29,"Etsy","etsy_657","seller_130","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",85.5,88.6666666666667,"New York","United States",
2022-12-07,"Etsy","etsy_657","seller_130","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",85.5,88.6666666666667,"New York","United States",
2022-10-03,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-04,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-05,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-06,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-07,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-10,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-11,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-12,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-14,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-17,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-18,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-19,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-20,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-21,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-24,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-25,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-26,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-27,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-10-28,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-01,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-07,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-08,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-15,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-22,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-29,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-12-07,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-12-13,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-12-30,"Etsy","etsy_658","seller_132","Bat","K. picta","Frame","Entire bat","$",75,75,"Florida","United States",1
2022-11-15,"Etsy","etsy_659","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.99,"Tennessee","United States",1
2022-10-03,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-04,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-05,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-06,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-07,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-10,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-11,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-12,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-14,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-17,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-18,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-19,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-20,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-21,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-24,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-25,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-26,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-27,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-10-28,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-11-01,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-11-07,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-11-08,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-11-15,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-11-22,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-12-30,"Etsy","etsy_660","seller_132","Bat","K. picta","Frame","Entire bat","$",50,50,"Florida","United States",1
2022-12-07,"Etsy","etsy_661","seller_006","Bat","Other bat spp.","Other","Skeleton","$",39.99,39.99,"Tennessee","United States",
2022-12-30,"Etsy","etsy_661","seller_006","Bat","Other bat spp.","Other","Skeleton","$",39.99,39.99,"Tennessee","United States",
2022-11-29,"Etsy","etsy_662","seller_006","Bat","Other bat spp.","Other","Skeleton","$",49.99,49.99,"Tennessee","United States",
2022-10-03,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",150,137.678571428571,"New York","United States",1
2022-10-04,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-05,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-06,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-07,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-10,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-11,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-12,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-14,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-17,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-18,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-19,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-20,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-21,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-24,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-25,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-26,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-27,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-28,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-11-01,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",150,137.678571428571,"New York","United States",1
2022-11-07,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",150,137.678571428571,"New York","United States",1
2022-11-08,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",150,137.678571428571,"New York","United States",1
2022-11-15,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",150,137.678571428571,"New York","United States",1
2022-11-22,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-11-29,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-12-07,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-12-13,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-12-30,"Etsy","etsy_663","seller_130","Bat","K. picta","Frame","Entire bat","$",135,137.678571428571,"New York","United States",1
2022-10-05,"Etsy","etsy_664","seller_130","Bat","Other bat spp.","Frame","Skeleton","$",180,180,"New York","United States",
2022-10-06,"Etsy","etsy_664","seller_130","Bat","Other bat spp.","Frame","Skeleton","$",180,180,"New York","United States",
2022-10-12,"Etsy","etsy_664","seller_130","Bat","Other bat spp.","Frame","Skeleton","$",180,180,"New York","United States",
2022-12-07,"Etsy","etsy_664","seller_130","Bat","Other bat spp.","Frame","Skeleton","$",180,180,"New York","United States",
2022-12-13,"Etsy","etsy_664","seller_130","Bat","Other bat spp.","Frame","Skeleton","$",180,180,"New York","United States",
2022-10-05,"Etsy","etsy_665","seller_130","Bat","Other bat spp.","Frame","Entire bat","$",117,119.6,"New York","United States",
2022-10-14,"Etsy","etsy_665","seller_130","Bat","Other bat spp.","Frame","Entire bat","$",117,119.6,"New York","United States",
2022-11-07,"Etsy","etsy_665","seller_130","Bat","Other bat spp.","Frame","Entire bat","$",130,119.6,"New York","United States",
2022-12-13,"Etsy","etsy_665","seller_130","Bat","Other bat spp.","Frame","Entire bat","$",117,119.6,"New York","United States",
2022-12-30,"Etsy","etsy_665","seller_130","Bat","Other bat spp.","Frame","Entire bat","$",117,119.6,"New York","United States",
2022-10-12,"Etsy","etsy_666","seller_124","Bat","Other bat spp.","Frame","Skeleton","$",60,60,"Florida","United States",
2022-10-03,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-04,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-05,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-06,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-07,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-10,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-11,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-12,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-14,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-17,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-18,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-19,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-20,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-21,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-24,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-25,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-26,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-27,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-28,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-01,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-07,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-08,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-15,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-22,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-29,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-12-07,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",54.99,59.4542857142857,"Tennessee","United States",1
2022-12-13,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",54.99,59.4542857142857,"Tennessee","United States",1
2022-12-30,"Etsy","etsy_667","seller_006","Bat","K. picta","Frame","Entire bat","$",54.99,59.4542857142857,"Tennessee","United States",1
2022-10-05,"Etsy","etsy_668","seller_002","Bat","Other bat spp.","Frame","Entire bat","$",53.87,55.572,,"UK",
2022-10-06,"Etsy","etsy_668","seller_002","Bat","Other bat spp.","Frame","Entire bat","$",53.34,55.572,,"UK",
2022-11-29,"Etsy","etsy_668","seller_002","Bat","Other bat spp.","Frame","Entire bat","$",56.54,55.572,,"UK",
2022-12-07,"Etsy","etsy_668","seller_002","Bat","Other bat spp.","Frame","Entire bat","$",57.5,55.572,,"UK",
2022-12-30,"Etsy","etsy_668","seller_002","Bat","Other bat spp.","Frame","Entire bat","$",56.61,55.572,,"UK",
2022-11-07,"Etsy","etsy_669","seller_027","Bat","K. picta","Standalone","Entire bat","$",30,30,"Pennsylvania","United States",2
2022-11-08,"Etsy","etsy_669","seller_027","Bat","K. picta","Standalone","Entire bat","$",30,30,"Pennsylvania","United States",2
2022-11-15,"Etsy","etsy_669","seller_027","Bat","K. picta","Standalone","Entire bat","$",30,30,"Pennsylvania","United States",2
2022-11-22,"Etsy","etsy_669","seller_027","Bat","K. picta","Standalone","Entire bat","$",30,30,"Pennsylvania","United States",2
2022-11-29,"Etsy","etsy_669","seller_027","Bat","K. picta","Standalone","Entire bat","$",30,30,"Pennsylvania","United States",2
2022-12-07,"Etsy","etsy_669","seller_027","Bat","K. picta","Standalone","Entire bat","$",30,30,"Pennsylvania","United States",2
2022-10-05,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-06,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-12,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-14,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-25,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-26,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-27,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-28,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-11-01,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-11-07,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-11-08,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-11-15,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-11-22,"Etsy","etsy_670","seller_035","Bat","Other bat spp.","Frame","Entire bat","$",63.99,63.99,"California","United States",
2022-10-05,"Etsy","etsy_671","seller_040","Bat","Other bat spp.","Standalone","Skeleton","$",15.62,15.565,,"Spain",
2022-10-06,"Etsy","etsy_671","seller_040","Bat","Other bat spp.","Standalone","Skeleton","$",15.51,15.565,,"Spain",
2022-10-03,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-04,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-05,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-06,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-07,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-10,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-11,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-12,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-14,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-17,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-18,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-19,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-20,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-21,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-24,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-25,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-26,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-27,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-28,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-11-07,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-11-08,"Etsy","etsy_672","seller_006","Bat","Other bat spp.","Frame","Skeleton","$",129.99,129.99,"Tennessee","United States",
2022-10-06,"Etsy","etsy_673","seller_133","Bat","Other bat spp.","Frame","Entire bat","$",70,70,"Pennsylvania","United States",
2022-10-20,"Etsy","etsy_673","seller_133","Bat","Other bat spp.","Frame","Entire bat","$",70,70,"Pennsylvania","United States",
2022-10-03,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-04,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-05,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-06,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-07,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-10,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-11,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-12,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-14,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-17,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-18,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-19,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-20,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-21,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-24,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-25,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
2022-10-26,"Etsy","etsy_674","seller_006","Bat","K. picta","Other","Entire bat","$",34.99,34.99,"Tennessee","United States",1
